ID_Ingreso,Especie,Raza,Edad_Meses,Peso_Kg,Tamano,Estado_Salud,Nivel_Sociabilidad,Esterilizado,Publicaciones,Interacciones_RRSS,Visitas_Recibidas,Costos_Mantenimiento,Dias_Estadia,Nombre,Adoptado,Fecha_Ingreso
PAE-02363,Perro,Mestizo,13,9.9,Mediano,Bueno,Bajo,No,3,213,5,48.9,77,Duke,True,2026-03-17
PAE-02364,Perro,Mestizo,26,6.1,Grande,Excelente,Alto,No,0,333,5,44.41,60,Zeus,False,2026-04-17
PAE-02365,Perro,Pastor Alemán,32,17.3,Mediano,Bueno,Bajo,No,0,162,9,81.34,59,Daisy,True,2026-04-22
PAE-02366,Perro,Poodle,37,15.5,Mediano,Bueno,Bajo,No,2,95,14,70.24,49,Sasha,True,2026-04-19
PAE-02367,Perro,Mestizo,27,12.6,Mediano,Regular,Medio,No,2,133,7,60.29,63,Jasper,True,2026-04-11
PAE-02368,Perro,Pastor Alemán,48,18.7,Mediano,Bueno,Bajo,Si,2,120,0,90.08,87,Bailey,True,2026-03-17
PAE-02369,Perro,Labrador,11,19.2,Pequeño,Bueno,Medio,No,2,154,12,76.78,24,Thor,True,2026-05-18
PAE-02370,Perro,Poodle,7,11.5,Grande,Regular,Alto,No,0,173,13,54.71,40,Rocky,True,2026-05-17
PAE-02371,Perro,Mestizo,35,23.8,Mediano,Excelente,Alto,Si,3,177,0,95.49,49,Molly,True,2026-05-11
PAE-02372,Gato,Mestizo,19,21.5,Mediano,Bueno,Medio,No,3,223,3,86.08,71,Leo,True,2026-03-31
PAE-02373,Perro,Mestizo,1,1.0,Pequeño,Bueno,Alto,No,3,153,14,24.24,8,Nala,True,2026-06-23
PAE-02374,Perro,Mestizo,14,5.8,Mediano,Bueno,Medio,No,7,304,7,37.31,41,Nala,True,2026-04-30
PAE-02375,Perro,Mestizo,21,1.0,Pequeño,En Tratamiento,Medio,No,2,10,4,65.29,116,Dexter,True,2026-03-04
PAE-02376,Perro,Mestizo,10,10.1,Pequeño,Regular,Bajo,No,7,10,8,51.99,88,Apollo,True,2026-03-28
PAE-02377,Perro,Mestizo,5,4.7,Mediano,Excelente,Medio,Si,2,300,2,35.47,51,Sam,False,2026-04-20
PAE-02378,Gato,Mestizo,15,7.1,Mediano,Regular,Medio,Si,2,292,11,38.95,46,Felix,True,2026-04-28
PAE-02379,Perro,Bulldog,5,18.5,Mediano,Bueno,Bajo,No,3,323,5,85.3,63,Sparky,True,2026-04-06
PAE-02380,Gato,Mestizo,25,1.5,Pequeño,En Tratamiento,Alto,No,2,263,5,64.67,105,Rex,True,2026-02-28
PAE-02381,Gato,Persa,1,12.8,Mediano,Bueno,Medio,No,2,200,3,59.74,32,Scout,False,2026-05-29
PAE-02382,Gato,Mestizo,19,12.7,Pequeño,Bueno,Bajo,No,1,174,11,57.7,63,Coco,True,2026-04-04
PAE-02383,Gato,Mestizo,24,11.5,Grande,Bueno,Alto,Si,4,39,10,54.42,25,Fiona,True,2026-05-31
PAE-02384,Perro,Mestizo,16,12.8,Mediano,Bueno,Medio,No,2,214,13,61.25,35,Apollo,True,2026-05-23
PAE-02385,Perro,Pastor Alemán,31,1.0,Mediano,Bueno,Medio,Si,2,56,1,18.27,26,Nala,True,2026-05-10
PAE-02386,Perro,Mestizo,1,7.1,Pequeño,Bueno,Bajo,Si,4,446,5,35.88,66,Dexter,False,2026-04-21
PAE-02387,Perro,Labrador,9,21.3,Pequeño,Regular,Medio,No,3,96,9,88.24,41,Tequila,False,2026-05-05
PAE-02388,Perro,Labrador,14,4.8,Grande,Bueno,Medio,Si,5,192,2,30.2,22,Jack,True,2026-05-26
PAE-02389,Perro,Mestizo,26,22.0,Pequeño,En Tratamiento,Bajo,No,1,350,13,136.14,152,Bruno,False,2026-01-07
PAE-02390,Perro,Mestizo,20,3.6,Mediano,Bueno,Alto,Si,4,163,7,18.01,5,Sam,True,2026-06-25
PAE-02391,Perro,Mestizo,43,2.8,Mediano,Regular,Bajo,Si,2,164,1,28.51,125,Rex,True,2026-02-23
PAE-02392,Perro,Bulldog,8,6.3,Pequeño,En Tratamiento,Bajo,No,6,10,2,81.08,120,Oreo,False,2026-02-19
PAE-02393,Perro,Bulldog,1,18.8,Grande,Regular,Bajo,No,1,69,8,82.3,99,Bailey,True,2026-03-10
PAE-02394,Perro,Pastor Alemán,39,8.7,Mediano,Regular,Bajo,Si,4,256,10,48.0,79,Leo,True,2026-03-21
PAE-02395,Gato,Mestizo,1,14.1,Pequeño,Regular,Medio,No,5,367,1,58.7,68,Nala,True,2026-04-06
PAE-02396,Perro,Mestizo,26,12.4,Pequeño,Bueno,Bajo,No,8,110,14,61.54,80,Toby,False,2026-04-08
PAE-02397,Perro,Mestizo,6,11.7,Pequeño,Bueno,Medio,No,2,219,10,50.52,36,Manchas,True,2026-04-27
PAE-02398,Perro,Pastor Alemán,1,19.6,Grande,Bueno,Medio,Si,5,470,10,85.3,29,Salem,True,2026-05-20
PAE-02399,Perro,Mestizo,13,16.6,Mediano,Bueno,Alto,No,1,256,14,64.05,7,Zeus,True,2026-05-27
PAE-02400,Perro,Mestizo,28,5.1,Pequeño,Bueno,Bajo,No,1,297,12,21.75,67,Sasha,True,2026-03-27
PAE-02401,Perro,Pastor Alemán,3,10.3,Pequeño,Regular,Medio,Si,2,123,10,55.66,28,Salem,True,2026-06-02
PAE-02402,Perro,Mestizo,24,22.5,Mediano,Bueno,Bajo,Si,5,355,9,96.13,77,Zeus,False,2026-03-31
PAE-02403,Perro,Mestizo,27,13.9,Mediano,Bueno,Alto,No,2,130,11,62.58,28,Tequila,False,2026-05-22
PAE-02404,Perro,Mestizo,2,3.0,Mediano,Bueno,Bajo,Si,3,113,0,24.89,76,Casper,False,2026-04-02
PAE-02405,Perro,Mestizo,15,3.4,Mediano,En Tratamiento,Bajo,No,7,347,2,63.57,136,Oliver,False,2026-02-06
PAE-02406,Perro,Pastor Alemán,36,17.3,Pequeño,Excelente,Medio,Si,4,136,9,75.24,23,Oscar,True,2026-05-23
PAE-02407,Perro,Mestizo,25,16.2,Mediano,Excelente,Medio,No,3,199,5,71.91,72,Toby,True,2026-04-06
PAE-02408,Perro,Mestizo,14,6.5,Grande,Bueno,Medio,No,2,362,7,35.11,42,Rocky,True,2026-05-15
PAE-02409,Gato,Mestizo,22,16.5,Pequeño,En Tratamiento,Alto,Si,3,108,13,116.49,79,Garfield,True,2026-04-05
PAE-02410,Perro,Mestizo,9,21.6,Mediano,En Tratamiento,Medio,No,4,176,9,130.29,112,Scout,False,2026-03-07
PAE-02411,Perro,Mestizo,31,20.7,Mediano,Regular,Alto,No,1,138,4,79.81,78,Pelusa,True,2026-03-20
PAE-02412,Perro,Mestizo,31,21.6,Mediano,Regular,Medio,Si,2,167,13,91.15,68,Daisy,False,2026-04-04
PAE-02413,Perro,Labrador,19,15.3,Pequeño,Bueno,Alto,No,1,203,1,62.05,21,Simba,True,2026-05-30
PAE-02414,Perro,Mestizo,20,10.9,Grande,En Tratamiento,Alto,No,3,334,11,100.16,87,Coco,True,2026-03-25
PAE-02415,Perro,Poodle,6,9.6,Mediano,Excelente,Alto,No,4,364,7,49.85,2,Sophie,True,2026-06-27
PAE-02416,Gato,Mestizo,1,11.9,Mediano,Excelente,Bajo,Si,4,215,1,61.39,76,Oscar,True,2026-04-08
PAE-02417,Perro,Poodle,13,6.7,Pequeño,Excelente,Medio,No,5,127,3,39.82,18,Duke,True,2026-05-17
PAE-02418,Perro,Mestizo,16,9.8,Pequeño,Bueno,Medio,No,3,267,13,64.16,32,Tiger,True,2026-05-30
PAE-02419,Perro,Mestizo,30,19.7,Pequeño,Regular,Medio,No,3,200,8,81.78,73,Felix,True,2026-04-15
PAE-02420,Perro,Pastor Alemán,29,2.3,Mediano,Bueno,Medio,No,3,203,6,24.66,38,Oscar,False,2026-04-29
PAE-02421,Perro,Mestizo,20,2.8,Pequeño,En Tratamiento,Bajo,Si,3,96,14,66.07,110,Sophie,True,2026-02-26
PAE-02422,Perro,Mestizo,32,17.0,Mediano,Bueno,Alto,No,2,38,2,79.14,59,Romeo,True,2026-05-03
PAE-02423,Gato,Mestizo,6,9.9,Mediano,Bueno,Medio,No,3,198,0,49.96,57,Lucy,False,2026-04-21
PAE-02424,Perro,Mestizo,30,1.0,Mediano,Bueno,Bajo,Si,4,93,10,15.0,61,Sparky,True,2026-04-09
PAE-02425,Perro,Mestizo,8,11.6,Mediano,Regular,Medio,Si,2,146,5,51.09,55,Scout,False,2026-04-27
PAE-02426,Gato,Mestizo,32,10.8,Mediano,Regular,Alto,Si,1,348,8,51.41,29,Fiona,False,2026-05-22
PAE-02427,Perro,Labrador,17,9.4,Pequeño,Bueno,Alto,No,7,192,3,41.17,3,Molly,True,2026-06-10
PAE-02428,Gato,Mestizo,1,16.1,Pequeño,Bueno,Alto,No,2,310,10,73.6,22,Charlie,True,2026-05-23
PAE-02429,Perro,Poodle,26,4.0,Mediano,Bueno,Bajo,No,1,229,6,21.42,67,Simba,True,2026-03-29
PAE-02430,Gato,Mestizo,27,12.1,Mediano,Bueno,Medio,No,5,258,2,55.71,67,Charlie,False,2026-04-18
PAE-02431,Perro,Mestizo,12,10.7,Pequeño,En Tratamiento,Bajo,No,2,144,0,95.54,145,Charlie,False,2026-01-29
PAE-02432,Gato,Mestizo,13,12.2,Mediano,Excelente,Bajo,No,2,315,12,62.27,69,Duke,True,2026-04-19
PAE-02433,Gato,Mestizo,16,1.6,Pequeño,Regular,Medio,Si,3,231,13,18.97,31,Toby,True,2026-05-12
PAE-02434,Perro,Labrador,1,8.9,Pequeño,Bueno,Alto,Si,2,173,4,49.71,12,Milo,True,2026-06-03
PAE-02435,Gato,Mestizo,1,12.1,Pequeño,Bueno,Alto,Si,2,231,0,58.92,23,Buster,True,2026-05-29
PAE-02436,Perro,Mestizo,33,15.2,Grande,En Tratamiento,Medio,No,4,128,1,107.08,143,Bailey,False,2026-01-19
PAE-02437,Perro,Bulldog,8,23.1,Pequeño,Bueno,Medio,No,4,170,6,106.27,43,Lola,True,2026-05-08
PAE-02438,Perro,Poodle,40,16.8,Pequeño,Bueno,Medio,No,3,194,14,78.79,40,Thor,True,2026-05-17
PAE-02439,Perro,Labrador,34,14.8,Pequeño,Bueno,Medio,No,3,147,0,61.36,39,Buster,True,2026-05-07
PAE-02440,Perro,Bulldog,36,19.6,Pequeño,Bueno,Bajo,No,6,355,5,77.85,65,Rex,False,2026-04-14
PAE-02441,Perro,Poodle,10,10.2,Mediano,Regular,Medio,No,5,158,6,56.15,55,Thor,False,2026-04-25
PAE-02442,Perro,Mestizo,1,21.3,Pequeño,Bueno,Medio,No,3,408,3,93.58,62,Casper,True,2026-04-17
PAE-02443,Gato,Angora,4,18.7,Pequeño,En Tratamiento,Bajo,Si,3,206,3,128.34,135,Lola,True,2026-01-20
PAE-02444,Gato,Mestizo,12,9.3,Mediano,Bueno,Alto,No,0,176,1,42.27,35,Toby,True,2026-05-21
PAE-02445,Perro,Labrador,1,23.5,Pequeño,Excelente,Alto,No,0,149,13,93.8,4,Charlie,True,2026-06-19
PAE-02446,Perro,Mestizo,12,14.7,Mediano,Excelente,Alto,Si,4,242,4,72.39,7,Tequila,True,2026-06-08
PAE-02447,Perro,Pastor Alemán,15,25.2,Mediano,Bueno,Alto,Si,1,289,11,105.47,2,Salem,True,2026-06-28
PAE-02448,Perro,Mestizo,2,13.8,Pequeño,En Tratamiento,Medio,No,3,10,6,104.16,116,Duke,True,2026-03-03
PAE-02449,Perro,Mestizo,5,8.6,Mediano,Regular,Medio,No,3,200,13,51.65,46,Oscar,True,2026-04-30
PAE-02450,Perro,Mestizo,15,7.4,Pequeño,Bueno,Medio,No,3,10,3,50.36,54,Milo,True,2026-04-23
PAE-02451,Perro,Mestizo,22,9.9,Mediano,Regular,Bajo,Si,2,298,14,46.64,79,Scout,True,2026-03-25
PAE-02452,Gato,Mestizo,7,8.6,Mediano,Regular,Alto,No,3,299,7,41.15,47,Tiger,False,2026-05-12
PAE-02453,Perro,Bulldog,21,19.6,Pequeño,Excelente,Medio,No,5,204,14,90.71,16,Oreo,True,2026-05-21
PAE-02454,Perro,Labrador,19,11.8,Mediano,Regular,Alto,No,4,220,7,64.1,24,Rocky,False,2026-05-24
PAE-02455,Perro,Mestizo,18,2.3,Grande,Bueno,Medio,No,4,57,10,30.71,42,Felix,True,2026-05-16
PAE-02456,Perro,Poodle,10,13.3,Grande,Excelente,Medio,No,1,145,6,63.03,35,Duke,True,2026-05-18
PAE-02457,Perro,Mestizo,1,12.8,Mediano,Bueno,Bajo,Si,1,138,13,56.69,42,Jack,True,2026-05-14
PAE-02458,Perro,Mestizo,38,9.2,Mediano,Bueno,Medio,No,2,155,2,51.31,67,Felix,True,2026-04-12
PAE-02459,Perro,Mestizo,25,13.6,Pequeño,Bueno,Alto,No,2,287,9,60.59,30,Felix,True,2026-05-18
PAE-02460,Perro,Bulldog,30,11.7,Pequeño,Bueno,Medio,No,4,328,11,53.75,24,Oreo,True,2026-05-25
PAE-02461,Gato,Mestizo,16,15.8,Mediano,Bueno,Alto,No,4,261,8,70.83,19,Mia,False,2026-05-30
PAE-02462,Gato,Mestizo,16,15.4,Mediano,Regular,Alto,No,6,167,12,68.82,36,Toby,True,2026-04-29
PAE-02463,Perro,Mestizo,23,14.2,Grande,En Tratamiento,Medio,No,6,125,7,106.76,124,Toby,True,2026-01-30
PAE-02464,Perro,Poodle,1,4.2,Mediano,Regular,Alto,No,1,209,9,24.05,13,Canela,True,2026-06-04
PAE-02465,Perro,Labrador,4,24.7,Mediano,Bueno,Medio,No,1,229,0,100.14,64,Jasper,True,2026-03-31
PAE-02466,Perro,Mestizo,8,2.7,Mediano,Bueno,Medio,Si,2,177,8,20.83,27,Toby,False,2026-05-11
PAE-02467,Perro,Mestizo,12,11.2,Grande,Bueno,Medio,No,0,134,6,47.18,61,Sparky,False,2026-04-07
PAE-02468,Perro,Labrador,7,5.4,Mediano,Excelente,Alto,No,4,261,9,34.58,2,Canela,True,2026-06-23
PAE-02469,Perro,Labrador,21,14.4,Mediano,Bueno,Bajo,No,1,271,9,66.02,60,Sasha,True,2026-04-19
PAE-02470,Perro,Mestizo,18,12.8,Pequeño,Bueno,Medio,No,3,68,14,63.37,26,Felix,True,2026-05-26
PAE-02471,Perro,Bulldog,34,11.0,Grande,Regular,Bajo,No,2,161,3,53.97,102,Romeo,True,2026-03-19
PAE-02472,Gato,Angora,47,21.1,Pequeño,Regular,Medio,No,2,277,4,88.35,71,Lucy,False,2026-04-19
PAE-02473,Gato,Mestizo,2,18.7,Grande,Bueno,Medio,No,6,298,6,83.69,59,Manchas,False,2026-04-15
PAE-02474,Perro,Mestizo,19,10.0,Mediano,Bueno,Medio,No,1,206,7,50.66,37,Teddy,True,2026-05-13
PAE-02475,Perro,Mestizo,19,16.8,Mediano,Regular,Medio,No,10,236,13,75.1,34,Oscar,True,2026-05-04
PAE-02476,Gato,Siamés,17,21.4,Mediano,Bueno,Alto,No,0,225,3,92.41,33,Sam,True,2026-05-09
PAE-02477,Perro,Mestizo,4,18.6,Mediano,Bueno,Medio,Si,0,295,6,77.08,41,Salem,True,2026-05-19
PAE-02478,Gato,Mestizo,6,11.2,Pequeño,Bueno,Bajo,No,4,89,13,58.74,61,Thor,True,2026-04-06
PAE-02479,Perro,Poodle,20,2.5,Grande,Bueno,Medio,No,5,226,5,23.58,34,Garfield,True,2026-05-14
PAE-02480,Gato,Persa,6,13.9,Mediano,Excelente,Alto,Si,3,111,8,63.07,2,Rocky,False,2026-06-13
PAE-02481,Perro,Mestizo,19,16.0,Pequeño,Regular,Medio,No,5,308,13,75.58,54,Rex,True,2026-04-10
PAE-02482,Gato,Mestizo,15,7.4,Pequeño,Regular,Bajo,No,1,94,3,38.25,111,Casper,True,2026-02-21
PAE-02483,Gato,Mestizo,19,12.1,Mediano,Bueno,Medio,No,0,240,3,55.27,55,Toby,True,2026-05-07
PAE-02484,Perro,Labrador,6,11.5,Mediano,Excelente,Alto,Si,4,111,12,57.53,2,Jack,True,2026-06-24
PAE-02485,Perro,Poodle,19,20.3,Mediano,Regular,Bajo,No,4,275,2,87.03,78,Oreo,False,2026-04-02
PAE-02486,Gato,Mestizo,7,23.1,Mediano,Bueno,Medio,No,6,243,12,112.38,42,Felix,True,2026-05-19
PAE-02487,Perro,Mestizo,19,19.1,Mediano,Bueno,Medio,No,5,223,14,86.69,25,Oliver,False,2026-06-01
PAE-02488,Gato,Siamés,34,11.5,Grande,Excelente,Medio,No,1,396,7,43.24,43,Bella,False,2026-04-26
PAE-02489,Perro,Mestizo,21,18.9,Mediano,Bueno,Bajo,No,4,129,14,82.51,71,Jack,True,2026-04-17
PAE-02490,Perro,Labrador,21,15.9,Grande,Regular,Bajo,No,2,292,7,61.41,94,Sophie,True,2026-03-24
PAE-02491,Perro,Mestizo,27,11.6,Pequeño,Regular,Bajo,No,3,317,3,53.35,125,Sparky,False,2026-02-11
PAE-02492,Perro,Bulldog,1,24.6,Mediano,Bueno,Alto,Si,4,292,2,101.82,10,Shadow,True,2026-06-19
PAE-02493,Gato,Mestizo,38,7.6,Pequeño,Bueno,Bajo,No,5,132,5,39.2,91,Fiona,True,2026-03-25
PAE-02494,Perro,Mestizo,5,15.6,Mediano,Excelente,Alto,No,1,176,8,58.73,22,Teddy,False,2026-05-12
PAE-02495,Perro,Mestizo,28,17.0,Grande,Excelente,Medio,No,4,139,7,74.93,68,Garfield,False,2026-04-06
PAE-02496,Perro,Bulldog,26,10.3,Pequeño,En Tratamiento,Medio,No,4,170,6,93.15,101,Rocky,True,2026-02-22
PAE-02497,Perro,Mestizo,7,15.4,Pequeño,Regular,Medio,No,1,115,6,71.95,57,Dexter,True,2026-04-25
PAE-02498,Gato,Mestizo,30,17.7,Grande,Bueno,Medio,No,3,163,4,67.37,66,Leo,True,2026-04-08
PAE-02499,Gato,Angora,23,13.5,Pequeño,Regular,Medio,No,1,346,14,58.5,36,Buster,False,2026-05-19
PAE-02500,Perro,Pastor Alemán,40,14.8,Mediano,Regular,Bajo,No,3,168,1,71.0,104,Nala,True,2026-03-08
PAE-02501,Gato,Angora,20,12.6,Mediano,Regular,Alto,No,4,210,8,48.06,26,Sasha,True,2026-05-31
PAE-02502,Gato,Mestizo,16,16.8,Grande,Excelente,Medio,Si,2,127,2,76.13,55,Nala,True,2026-04-13
PAE-02503,Perro,Bulldog,11,10.6,Pequeño,Bueno,Bajo,Si,1,198,8,48.3,45,Mia,False,2026-05-12
PAE-02504,Gato,Mestizo,1,10.1,Pequeño,Regular,Alto,No,1,282,9,49.28,53,Bruno,False,2026-05-03
PAE-02505,Perro,Mestizo,14,12.1,Mediano,Bueno,Medio,No,0,248,1,51.71,50,Mia,True,2026-04-29
PAE-02506,Perro,Mestizo,14,19.1,Grande,En Tratamiento,Medio,No,3,341,14,125.29,109,Lucy,True,2026-03-02
PAE-02507,Gato,Mestizo,21,1.5,Mediano,Regular,Medio,No,3,79,12,15.07,57,Buster,False,2026-04-26
PAE-02508,Perro,Mestizo,1,6.5,Pequeño,En Tratamiento,Medio,No,8,124,13,76.78,90,Canela,False,2026-03-23
PAE-02509,Gato,Mestizo,15,25.7,Mediano,Bueno,Alto,Si,2,158,12,108.84,13,Sparky,True,2026-06-10
PAE-02510,Gato,Persa,24,13.7,Grande,Regular,Bajo,No,4,352,11,62.11,92,Thor,True,2026-03-04
PAE-02511,Perro,Mestizo,26,9.6,Grande,Bueno,Alto,No,2,229,11,49.66,25,Nala,True,2026-05-20
PAE-02512,Gato,Mestizo,1,16.8,Grande,En Tratamiento,Medio,No,4,58,0,119.03,113,Jasper,True,2026-02-11
PAE-02513,Perro,Mestizo,26,7.3,Pequeño,Bueno,Alto,No,6,309,14,46.95,13,Daisy,True,2026-05-20
PAE-02514,Perro,Pastor Alemán,15,1.0,Pequeño,Bueno,Medio,No,4,210,9,20.41,27,Bailey,True,2026-05-16
PAE-02515,Perro,Mestizo,15,14.1,Mediano,Regular,Medio,No,3,289,6,67.03,57,Oreo,True,2026-04-11
PAE-02516,Gato,Mestizo,1,7.6,Grande,Bueno,Bajo,No,2,358,0,45.26,92,Leo,False,2026-03-28
PAE-02517,Perro,Mestizo,35,12.6,Pequeño,Bueno,Medio,No,1,102,7,54.84,55,Canela,True,2026-04-09
PAE-02518,Perro,Bulldog,20,14.0,Pequeño,En Tratamiento,Medio,No,4,358,2,117.81,103,Oscar,True,2026-03-06
PAE-02519,Perro,Mestizo,1,12.9,Mediano,Bueno,Bajo,Si,1,192,2,53.31,79,Tequila,True,2026-03-23
PAE-02520,Perro,Mestizo,22,1.7,Pequeño,Bueno,Medio,No,2,158,11,22.58,37,Sasha,True,2026-05-18
PAE-02521,Perro,Mestizo,22,12.2,Mediano,Excelente,Medio,No,0,215,13,58.99,25,Max,True,2026-06-04
PAE-02522,Perro,Bulldog,32,14.7,Mediano,Regular,Medio,Si,6,80,8,78.23,56,Jack,True,2026-04-10
PAE-02523,Perro,Mestizo,14,3.6,Mediano,Bueno,Medio,Si,1,198,10,29.6,28,Lucy,True,2026-05-21
PAE-02524,Perro,Labrador,18,2.9,Mediano,Bueno,Bajo,No,3,175,11,21.24,41,Teddy,True,2026-05-17
PAE-02525,Gato,Mestizo,10,5.6,Mediano,Excelente,Alto,No,2,106,0,31.38,26,Molly,False,2026-05-17
PAE-02526,Perro,Pastor Alemán,25,16.5,Mediano,Bueno,Medio,Si,2,135,6,70.45,24,Sasha,True,2026-06-06
PAE-02527,Perro,Mestizo,8,1.0,Mediano,Excelente,Medio,No,2,313,1,19.04,57,Luna,False,2026-04-22
PAE-02528,Gato,Mestizo,7,17.0,Mediano,Excelente,Bajo,No,0,182,10,75.36,73,Teddy,False,2026-03-29
PAE-02529,Perro,Mestizo,17,14.4,Mediano,Bueno,Bajo,No,4,101,13,67.23,60,Lola,False,2026-04-11
PAE-02530,Gato,Mestizo,3,10.5,Pequeño,Bueno,Medio,No,3,244,2,51.72,51,Sparky,True,2026-04-28
PAE-02531,Perro,Mestizo,37,3.1,Pequeño,Bueno,Medio,Si,7,276,14,28.55,11,Thor,True,2026-06-09
PAE-02532,Gato,Mestizo,41,7.2,Pequeño,Regular,Medio,No,0,199,9,34.57,84,Jasper,True,2026-03-14
PAE-02533,Perro,Pastor Alemán,12,16.7,Pequeño,Excelente,Medio,No,5,76,14,65.38,11,Fiona,True,2026-06-15
PAE-02534,Perro,Mestizo,1,19.5,Mediano,Bueno,Bajo,No,2,10,11,88.9,75,Oliver,True,2026-04-15
PAE-02535,Perro,Bulldog,22,5.8,Grande,Excelente,Bajo,No,3,109,7,27.39,66,Sasha,False,2026-04-22
PAE-02536,Gato,Mestizo,12,18.9,Mediano,Bueno,Bajo,No,4,305,2,80.54,76,Salem,True,2026-03-23
PAE-02537,Perro,Pastor Alemán,32,16.1,Mediano,Regular,Alto,No,1,296,1,67.34,67,Apollo,False,2026-04-11
PAE-02538,Perro,Mestizo,8,12.0,Mediano,Regular,Bajo,No,2,120,6,65.66,118,Apollo,True,2026-03-04
PAE-02539,Gato,Mestizo,24,7.6,Mediano,Bueno,Bajo,No,6,176,11,50.93,69,Apollo,True,2026-04-18
PAE-02540,Gato,Mestizo,19,8.5,Mediano,Excelente,Medio,Si,2,269,12,44.86,12,Sophie,True,2026-06-19
PAE-02541,Perro,Poodle,9,22.9,Pequeño,Excelente,Medio,No,2,186,11,93.73,17,Tequila,True,2026-05-21
PAE-02542,Gato,Siamés,20,13.1,Pequeño,Bueno,Bajo,Si,1,293,2,59.49,57,Scout,True,2026-04-22
PAE-02543,Gato,Mestizo,28,20.0,Mediano,En Tratamiento,Medio,No,4,190,7,130.89,136,Oscar,True,2026-02-13
PAE-02544,Perro,Mestizo,19,13.4,Grande,Bueno,Bajo,No,2,248,3,66.35,89,Shadow,True,2026-03-28
PAE-02545,Perro,Mestizo,19,9.3,Pequeño,Bueno,Medio,No,3,167,5,64.33,64,Bruno,True,2026-04-10
PAE-02546,Perro,Mestizo,7,15.5,Pequeño,Excelente,Medio,No,2,121,10,63.97,51,Tequila,True,2026-04-24
PAE-02547,Perro,Mestizo,31,24.9,Mediano,Bueno,Bajo,No,2,316,11,103.52,96,Duke,False,2026-03-03
PAE-02548,Perro,Mestizo,30,8.1,Pequeño,Regular,Medio,No,4,49,12,42.7,66,Teddy,True,2026-04-26
PAE-02549,Perro,Mestizo,13,17.5,Grande,Bueno,Bajo,No,4,140,7,73.59,95,Rex,True,2026-03-26
PAE-02550,Perro,Poodle,16,13.1,Mediano,Regular,Medio,No,3,190,3,58.83,49,Garfield,True,2026-05-12
PAE-02551,Perro,Poodle,34,3.3,Grande,Bueno,Medio,No,4,285,4,26.01,42,Rocky,True,2026-05-09
PAE-02552,Perro,Mestizo,4,3.2,Mediano,Excelente,Alto,No,4,112,2,27.07,27,Coco,True,2026-05-14
PAE-02553,Gato,Siamés,25,9.3,Mediano,Bueno,Medio,No,3,212,14,49.39,14,Pelusa,True,2026-05-29
PAE-02554,Gato,Mestizo,11,14.1,Mediano,Regular,Medio,No,1,61,3,66.79,66,Oliver,False,2026-04-20
PAE-02555,Perro,Poodle,39,17.3,Mediano,Bueno,Bajo,No,2,244,9,68.43,80,Fiona,True,2026-03-24
PAE-02556,Gato,Mestizo,18,2.6,Mediano,Bueno,Medio,No,3,382,7,20.64,37,Oliver,True,2026-05-06
PAE-02557,Perro,Poodle,33,15.9,Pequeño,Regular,Medio,Si,0,10,6,73.42,70,Luna,True,2026-04-17
PAE-02558,Perro,Mestizo,8,11.3,Mediano,Bueno,Alto,No,3,127,5,61.71,24,Molly,True,2026-05-16
PAE-02559,Perro,Mestizo,3,12.0,Mediano,Regular,Medio,No,2,283,4,59.45,82,Apollo,True,2026-03-29
PAE-02560,Perro,Labrador,15,15.5,Grande,Bueno,Bajo,No,5,494,8,67.86,63,Sparky,True,2026-04-28
PAE-02561,Gato,Mestizo,21,22.5,Mediano,Regular,Medio,No,1,258,12,96.03,66,Toby,True,2026-04-15
PAE-02562,Perro,Mestizo,11,13.8,Mediano,Bueno,Medio,No,0,127,11,64.65,39,Fiona,True,2026-04-30
PAE-02563,Perro,Labrador,27,3.9,Pequeño,Regular,Medio,No,1,185,12,23.27,56,Tiger,False,2026-04-16
PAE-02564,Perro,Bulldog,15,10.9,Mediano,En Tratamiento,Alto,No,2,77,3,97.19,76,Daisy,True,2026-04-08
PAE-02565,Perro,Mestizo,1,17.1,Mediano,Bueno,Medio,No,2,280,2,75.76,61,Teddy,True,2026-04-09
PAE-02566,Perro,Mestizo,24,17.3,Grande,Regular,Medio,No,2,304,10,79.18,89,Bailey,True,2026-03-23
PAE-02567,Perro,Mestizo,7,16.0,Grande,Regular,Medio,Si,5,340,5,78.09,59,Romeo,True,2026-04-20
PAE-02568,Perro,Labrador,13,8.9,Pequeño,Excelente,Bajo,Si,4,166,1,55.24,78,Rex,True,2026-04-12
PAE-02569,Gato,Mestizo,36,3.8,Grande,Bueno,Bajo,Si,3,119,8,19.92,83,Sam,True,2026-03-11
PAE-02570,Gato,Persa,39,15.5,Pequeño,Excelente,Bajo,No,5,349,5,68.44,84,Milo,False,2026-03-14
PAE-02571,Perro,Mestizo,11,4.7,Mediano,En Tratamiento,Bajo,Si,3,338,2,83.98,144,Nala,True,2026-02-02
PAE-02572,Gato,Mestizo,24,16.2,Mediano,Regular,Bajo,No,5,101,1,75.42,112,Rocky,True,2026-02-23
PAE-02573,Perro,Mestizo,11,16.2,Pequeño,Excelente,Medio,No,3,162,8,75.67,48,Pelusa,False,2026-04-21
PAE-02574,Perro,Mestizo,14,9.2,Mediano,Excelente,Alto,No,4,278,9,43.53,5,Luna,False,2026-06-11
